speaker_name,website_url,talk_title,conf_name
Mihajlo Srbakoski,https://www.linkedin.com/in/mihajlo-srbakoski/,Zero Knowledge Proofs – Implementation,BlockSplit
Nino Borović,,Solana State Compression – Building large-scale Web3 experiences at low cost,BlockSplit
Alen Šalamun,,Security Challenges Facing Blockchain Crypto Wallet Users,BlockSplit
Nicholas Hrboka,,Croatian Success Story: Strike Protocol by GDE + Koopi,BlockSplit
Tim Harris,https://twitter.com/timkoopi,Croatian Success Story: Strike Protocol by GDE + Koopi,BlockSplit
Daniel Ospina,https://twitter.com/_daniel_ospina,Swarms: How to reinvent entrepreneurship and DAOs to be both decentralised and effective,BlockSplit
Jantine Derksen,https://www.linkedin.com/in/jantinederksen/,From Creator Economy to Collaborative Economy,BlockSplit
Engn33r,https://twitter.com/bl4ckb1rd71,Context is EVERYTHING,BlockSplit
Maxim Andreev,https://twitter.com/cdump,EVMole: function selectors and arguments from bytecode,BlockSplit
Amanda Waliszewska,https://www.linkedin.com/in/amy-waliszewska/,Why ConcordiumBFT Matters: A Developer’s Perspective on Blockchain Consensus,BlockSplit
Amanda Waliszewska,https://www.linkedin.com/in/amy-waliszewska/,Kickstart Your Concordium Journey: Learn Smart Contracts with Concordium Academy,BlockSplit
Sam Richards,https://sociology.la.psu.edu/people/smr8/,The Promise of Blockchain Voting,BlockSplit
Sam Richards,https://sociology.la.psu.edu/people/smr8/,Privacy and Property: what is privacy in a digital age?,BlockSplit
Leonie R.,https://www.linkedin.com/in/leonie-raijmakers/,,BlockSplit
Manuel Olariu,,How to grow the DeSci ecosystem,BlockSplit
Tomaso Aste,https://www.linkedin.com/in/tomaso-aste-b767605/,,BlockSplit
Aouatef Khelloqi,https://www.linkedin.com/in/aouatef-khelloqi-3a9624161/,Harnessing Web3 to advance the Sustainable Development Goals (SDGs),BlockSplit
Veronica Kirin,https://twitter.com/vmkirin,AsteriskDAO: Rethinking Women’s Non-Reproductive Health,BlockSplit
Geoffrey Goodell,https://www.ucl.ac.uk/computer-science/people/mr-geoff-goodell,,BlockSplit
Philipp Koellinger,https://twitter.com/PKoellinger,Scientific Communities and Next Generation Journals on the DeSci Nodes Application.,BlockSplit
Laura Bosazzi,https://www.linkedin.com/in/laura-bosazzi-52897381/,"The Good, the Bad, and the Ugly of crypto UX",BlockSplit
Stacy Quackenbush,https://linkedin.com/in/stacy-quackenbush/,,BlockSplit
Emir Kurtovic,https://www.linkedin.com/in/kurtovicemir/,The Intersection of Blockchain and Gaming,BlockSplit
Domagoj Vuković,https://www.linkedin.com/in/dovukovic/,Vox Populi: Your Unsolicited Opinions on Brands & Web3 by IAB Croatia,BlockSplit
Ida Pandur,https://www.linkedin.com/in/idapandur/,Vox Populi: Your Unsolicited Opinions on Brands & Web3 by IAB Croatia,BlockSplit
Dunja Ivana Ballon,https://www.linkedin.com/in/dunja-ivana-ballon-a9964230/,Vox Populi: Your Unsolicited Opinions on Brands & Web3 by IAB Croatia,BlockSplit
Corina Dolghier,https://linkedin.com/in/corinad/,Brand Building 101,BlockSplit
Bharat Harbham,https://twitter.com/BH1991,MuseMatrix: Advancing DeSci through Community Collaboration,BlockSplit
Anamarija Begonja,,Overview of public goods funding models in web3,BlockSplit
Tomislav Mamić,,Funding media with public money,BlockSplit
Tomislav Mamić,,Digital Elections and Private Voting,BlockSplit
Raj Kumar Srivastava,,Digital Diplomacy and Democracy,BlockSplit
Ole Frijs-Madsen,,Digital Diplomacy and Democracy,BlockSplit
Jadrana Pilaš,,Why Croatia Is Becoming the Place to Register a Crypto Business in the EU,BlockSplit
Danny Santo,,Why Croatia Is Becoming the Place to Register a Crypto Business in the EU,BlockSplit
Nidhi Harihar,,Decentralized Outcome Funding for Investigative Reporting,BlockSplit
Ivan Piton,,Account Abstraction: Evolution of account ownership on Ethereum,BlockSplit
Jaša Srot,,How V4 DEXs Will Change Liquidity Providing & Yield Strategies,BlockSplit
John Lilic,,Fireside chat,BlockSplit
Jorge Cuartero,,"Restaking hype, fact or fiction",BlockSplit
Marko Jurina,,"Restaking hype, fact or fiction",BlockSplit
Leonie Raijmakers,,DeSci Nodes – FAIR digital research objects on an open protocol,BlockSplit
Geoff Goodell,,The Future of Money,BlockSplit
Luka Sučić,,Startup competition awards ceremony,BlockSplit
Tomislav Mamić,,Closing ceremony,BlockSplit
Luka Sučić,,Closing ceremony,BlockSplit
Dan Albert,,,breakpoint
Jeremy Allaire,,,breakpoint
Iggy Azalea,,,breakpoint
Arthur Cheong,,,breakpoint
Tarun Chitra,,,breakpoint
Caitlin Cook,,,breakpoint
Jose Fernandez da Ponte,,,breakpoint
Armani Ferrante,,,breakpoint
Avichal Garg,,,breakpoint
Raj Gokal,,,breakpoint
Jess Houlgrave,,,breakpoint
Cindy Leow,,,breakpoint
Joe McCann,,,breakpoint
Emily Meyers,,,breakpoint
Mert Mumtaz,,,breakpoint
Siong Ong,,,breakpoint
Santiago Roel Santos,,,breakpoint
Anthony Scaramucci,,,breakpoint
Swen Schaeferjohann,,,breakpoint
Cuy Sheffield,,,breakpoint
Eric Wall,,,breakpoint
Dovey Wan,,,breakpoint
Anatoly Yakovenko,,,breakpoint
Lily Liu,,,breakpoint
Hany Rashwan,,,breakpoint
Bin Chen,,,breakpoint
Luke Truitt,,,breakpoint
Ben Zhou,,,breakpoint
Mike Cahill,,,breakpoint
Vibhu Norby,,,breakpoint
Larisa Bardu,,,breakpoint
Ran Goldi,,,breakpoint
Stijn Paumen,,,breakpoint
Abhay Kumar,,,breakpoint
Corey Wright,,,breakpoint
Marius C.,,,breakpoint
Andrea Fortugno,,,breakpoint
Jason Lau,,,breakpoint
Paul Bohm,,,breakpoint
Ilja Moisejevs,,,breakpoint
Tristan Frizza,,,breakpoint
Dave Cunningham,,,breakpoint
Arnold Lee,,,breakpoint
Shane Molidor,,,breakpoint
Meow,,,breakpoint
Luca Franchi,,,breakpoint
Mike Hudack,,,breakpoint
Matthew Krak,,,breakpoint
Edgar Pavlovsky,,,breakpoint
Stephen Hess,,,breakpoint
Harry Dewhirst,,,breakpoint
Brianna Migliaccio,,,breakpoint
Nom,,,breakpoint
Austin Federa,,,breakpoint
Ben Sparango,,,breakpoint
Nick Ducoff,,,breakpoint
Kollan House,,,breakpoint
Rooter 0x,,,breakpoint
Kash Dhanda,,,breakpoint
Gal Sagie,,,breakpoint
Nicolas Pennie,,,breakpoint
Ahmad Shadid,,,breakpoint
Ansem,,,breakpoint
Mason Nystrom,,,breakpoint
Chris Wang,,,breakpoint
Joe van Loon,,,breakpoint
Christopher Jensen,,,breakpoint
Lucas Steuernagel,,,breakpoint
Loris Leiva,,,breakpoint
Mike Reed,,,breakpoint
Andrew Hong,,,breakpoint
Michael Cho,,,breakpoint
Malisha imprfekt,,,breakpoint
Emmett Hollyer,,,breakpoint
Anas Khader,,,breakpoint
Guillaume Chatain,,,breakpoint
Austin Adams,,,breakpoint
Ian Cummings,,,breakpoint
Brandon T,,,breakpoint
Ben Coverston,,,breakpoint
Shayon Sengupta,,,breakpoint
FA2,,,breakpoint
David Garrett,,,breakpoint
Marco Mahrus,,,breakpoint
Matt Stephenson,,,breakpoint
Kohji Nagata,,,breakpoint
Tristan Yver,,,breakpoint
Kevin Follonier,,,breakpoint
Cavey Cool,,,breakpoint
Dean Pappas,,,breakpoint
Sunny Aggarwal,,,breakpoint
Matt Sorg,,,breakpoint
James Zhang,,,breakpoint
Kevin Galler,,,breakpoint
Muneeb Ali,,,breakpoint
Joe Caulfield,,,breakpoint
Joel John,,,breakpoint
Paul Kohlhaas,,,breakpoint
Derek Chia,,,breakpoint
Daniel Lev,,,breakpoint
Viktor Fischer,,,breakpoint
Alex Scott,,,breakpoint
Liz A,,,breakpoint
Donnie Dinch,,,breakpoint
Paul Kohlhaas,,,breakpoint
Jeffrey Ling,,,breakpoint
Davis Hart,,,breakpoint
Ryan Day,,,breakpoint
Terry Chung,,,breakpoint
Zano Sherwani,,,breakpoint
Ben Chow,,,breakpoint
Stepan Simkin,,,breakpoint
Lucas Bruder,,,breakpoint
Chris Zhu,,,breakpoint
Tanner Philp,,,breakpoint
Nick Frostbutter,,,breakpoint
Joanna Zeng,,,breakpoint
Eno,,,breakpoint
Andreas Schmidhofer,,,breakpoint
Carlos Domingo,,,breakpoint
Leah Wald,,,breakpoint
Xoheb Shah,,,breakpoint
Andres Monty,,,breakpoint
Mike Dudas,,,breakpoint
Farhaj Mayan,,,breakpoint
Akshay BD,,,breakpoint
David Rhodes,,,breakpoint
Wei Zhou,,,breakpoint
Raagulan Pathy,,,breakpoint
David Lu,,,breakpoint
Tushar Jain,,,breakpoint
Zaki Manian,,,breakpoint
Yan Zhang,,,breakpoint
Yuan Gao,,,breakpoint
Bryan Johnson,,,breakpoint
Nadine Gisdon,,,breakpoint
Dr. Rebekka Revel,,,breakpoint
Brian Long,,,breakpoint
Alex Smirnov,,,breakpoint
Dan Reecer,,,breakpoint
Jack Lu,,,breakpoint
Jean Hérelle,,,breakpoint
Anna Yuan,,,breakpoint
Imran Khan,,,breakpoint
Sam Kang,,,breakpoint
Dev Bharel,,,breakpoint
Jason Li,,,breakpoint
Robert Chen,,,breakpoint
Cobe Zhang,,,breakpoint
Fred Sun,,,breakpoint
Robinson Burkey,,,breakpoint
Vijay Chetty,,,breakpoint
Jacob Everly,,,breakpoint
Erbil Karaman,,,breakpoint
Kha Nguyen,,,breakpoint
Michael Repetny,,,breakpoint
Rune Christensen,,,breakpoint
Nassim Eddequiouaq,,,breakpoint
Logan Jastremski,,,breakpoint
Sagar Dhawan,,,breakpoint
Sheraz Shere,,,breakpoint
Ahmad Abbasi,,,breakpoint
Brennan Gebotys,,,breakpoint
Luca Schnetzler,,,breakpoint
Scott Hague,,,breakpoint
Bartosz Lipinski,,,breakpoint
Hassan Ahmed,,,breakpoint
Jon Wong,,,breakpoint
Balaji Srinivasan,,,breakpoint
FP Lee,,,breakpoint
Eva Lawrence,,,breakpoint
Anthony Beaumont,,,breakpoint
Eomji Park,,,breakpoint
Alex Fazel,,,breakpoint
Preston Narchetti,,,breakpoint
Karam Lakshman,,,breakpoint
Mustafa Al-Bassam,,State of the Modular Union,modular summit
Mustafa Al-Bassam,,Fireside chat with Mustafa,modular summit
Laura Shin,,,modular summit
Anatoly Yakovenko,,,modular summit
Vitalik Buterin,,,modular summit
Stani Kulechov,,,modular summit
Tarun Chitra,,,modular summit
Ed Felten,,Stylus: Bringing the MultiVM to Arbitrum,modular summit
Tina Zhen,,,modular summit
Sandeep Nailwal,,The Age of Aggregation,modular summit
Anna Rose,,,modular summit
Keone Hon,,,modular summit
Eric Wall,,,modular summit
Ansem,,,modular summit
Mert,,,modular summit
Uma Roy,,How zkVMs are upgrading the modular stack,modular summit
Toghrul Maharramov,,,modular summit
Alex Gluchowski,,Elastic Chains,modular summit
Bartek Kiepuszewski,,,modular summit
Mark Tyneway,,Putting the Super in Superchain: OP Stack Interoperability,modular summit
Zaki Manian,,,modular summit
Shuyao Kong,,,modular summit
Patrick O'Grady,,Vryx: Fortifying Decoupled State Machine Replication,modular summit
James Prestwich,,Client Monogamy: Settle down and marry one already,modular summit
Hart Lambur,,,modular summit
Chris Goes,,,modular summit
Mike Ippolito,,,modular summit
Natalie Kubalova,,,modular summit
Yaz Khoury,,,modular summit
Eshita Nandini,,,modular summit
Ethan Buchman,,,modular summit
Vyas Krishnan,,,modular summit
Felix Lutsch,,,modular summit
Henry de Valence,,,modular summit
Andrew Huang,,,modular summit
Niraj Pant,,,modular summit
Marine,,,modular summit
Jelena Djuric,,,modular summit
Philipp Sippl,,,modular summit
Zon,,,modular summit
Scott Sunarto,,,modular summit
Abril Zucchi,,,modular summit
Sunny Aggarwal,,,modular summit
Liz Yang,,,modular summit
Norswap,,,modular summit
Anurag Arjun,,Unification: Solving L2 fragmentation with Avail,modular summit
Stephy Dunbar,,,modular summit
Brandon Kase,,,modular summit
Jon Kol,,,modular summit
Barry Plunkett,,,modular summit
Cem Ozer,,,modular summit
Laura Jaramillo,,,modular summit
Josh Bowen,,Blatantly Shilling Astria,modular summit
John Adler,,,modular summit
Ismail Khoffi,,Modular Expansion: The Celestia Technical Roadmap,modular summit
Bo Du,,,modular summit
Arjun Bhuptani,,,modular summit
Philipp Zentner,,,modular summit
Adrian Brink,,,modular summit
Karel Kubat,,,modular summit
Ismael Hishon-Rezaizadeh,,,modular summit
Chjango Unchained,,,modular summit
Nick White,,,modular summit
Jacob Arluck,,,modular summit
Rushi Manche,,Embracing Modularity: The Future of Blockchain Innovation,modular summit
Orkun Kilic,,,modular summit
Bunny,,,modular summit
Yarik,,,modular summit
Billy Rennekamp,,,modular summit
Mathijs van Esch,,Opening Statement,modular summit
Vincenzo Furcillo,,Ensuring Data Availability in Layer 2 Scaling Solutions: L2BEAT Risk Framework,modular summit
Prabal Banerjee,,Panel: The Future of Data Availability,modular summit
DinoEggs,,Blended Execution,modular summit
Mitya Argunov,,,modular summit
Victor Ionescu,,,modular summit
Felipe Argento,,,modular summit
Kenny Li,,,modular summit
Achilleas Sarantaris,,,modular summit
Jordan Oroshiba,,,modular summit
Nosleepjon,,,modular summit
Rich awtnmy,,,modular summit
Jana Bertam,,,modular summit
Mads Mathiessen,,,modular summit
Eugene Chen,,,modular summit
Larry Lyu,,Grug,modular summit
Dev Bear,,BeaconKit: A modular framework for building EVM consensus clients,modular summit
Azeem Khan,,,modular summit
Matthew Wang,,,modular summit
Mike Spain,,,modular summit
Paco,,,modular summit
Gjermund Garaba,,,modular summit
Shane Vitarana,,,modular summit
Hilmar Orth,,,modular summit
Evan Forbes,,,modular summit
JayB,,,modular summit
Simon Hudson,,,modular summit
Tarrence,,,modular summit
Lethe,,,modular summit
Andrea Fortugno,,,modular summit
Terry,,,modular summit
Jim Chang,,,modular summit
Rishabh Khurana,,,modular summit
Juri Stricker,,,modular summit
Nashqueue,,,modular summit
Connor O'Hara,,,modular summit
Tracy,,,modular summit
Shumo Chu,,,modular summit
Pratham Prasoon,,,modular summit
Gabriel Barros,,,modular summit
Yorke Rhodes,,,modular summit
Ben,,,modular summit
Brian Breslow,,,modular summit
Hector Roussille,,,modular summit
Daniel Olshansky,,,modular summit
Nitya Subramanian,,,modular summit
Callum Waters,,,modular summit
Mariano Cortesi,,,modular summit
John DiBernardi,,,modular summit
Harry Halpin,,,modular summit
Griffin Dunaif,,,modular summit
Alexander Mangel,,,modular summit
Daniel,,,modular summit
Joe Coll,,,modular summit
Tobias Schreier,,,modular summit
Jessica Gaubert,,,modular summit
Kai Tiurin,,,modular summit
Ben Rodriguez,,,modular summit
Baz,,,modular summit
Anil Kumar,,,modular summit
Andra Fecioru,,,modular summit
João Garcia,,,modular summit
Lavysh Alexander,,,modular summit
Josh Stein,,,modular summit
Swen Schaeferjohann,,,modular summit
Andrew Lloyd,,,modular summit
Ben Goebel,,,modular summit
Rex Kirshner,,,modular summit
Stan L,,,modular summit
Diego Ferrer,,,modular summit
Berny,,,modular summit
Viet,,,modular summit
Harvey,,,modular summit
Misha Putiatin,,,modular summit
Ryan Quinn Ford,,,modular summit
Jesse,,,modular summit
David Feiock,,,modular summit
Rena Shah,,,modular summit
Andy,,,modular summit
Vishal Talasani,,,modular summit
Nikita Ovchinnik,,,modular summit
Sam Hart,,,modular summit
Peyman Momeni,,,modular summit
Vijay Chetty,,,modular summit
Steven Li,,,modular summit
Antoni Pawlak,,,modular summit
Florent Tavernier,,,modular summit
Aayush Gupta,,,modular summit
Namik Muduroglu,,WTF IS A REAL-TIME BLOCKCHAIN,modular summit
Bram Van Roelen,,,modular summit
Nima Vaziri,,,modular summit
Ben Fisch,,,modular summit
113,,,modular summit
